title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Cabela's Dangerous Hunts 2009,PlayStation 3,['Activision'],FUN Labs,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,23-Sep-08,"['PlayStation 2', 'Xbox 360']",No Online Multiplayer,"Cabela's Dangerous Hunts 2009 is all about nonstop danger and fast action - this is a thrilling hunting experience for both hunting enthusiasts and first-person action fans. The stats speak for themselves: the game has 25 of the world’s most dangerous animals, including lions, grizzly bears, Cape buffalo, rhino, jaguars and more in 9 exotic, rugged locations like the South American jungle, Alaskan wilderness, and the Russian tundra. To top it off, ferocious beasts aren't the only way you can meet your maker - you must survive plane crashes and boat down treacherous rivers, as well as avoid avalanches, stampedes, and piranha-infested waters. You play as Flint Abrahams, a seasoned big game hunter on a quest to hunt the world's deadliest trophies. Equipped with Cabela's gear, the most respected outdoor recreation brand in the world, one would think the odds are on your side. But no one has even seen animals this fierce - they will charge you if you miss your shot, then you will be forced to fight them via melee defense. But pay attention, nearby animals may join the attack, which means dire consequences for those without the requisite combination of brawn and pinpoint shooting ability. [Activision]",39,Generally unfavorable reviews,0,1,5,1.8,Overwhelming dislike,1,1,8
Cabela's Dangerous Hunts 2011,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,19-Oct-10,"['iPhone/iPad', 'Xbox 360']",No Online Multiplayer,"Do not be fooled into thinking this is anything like previous Cabela games, as Dangerous Hunts is a kick-ass and ass-kicking game. You certainly will not be breezing through this hunting game like many of their past games...you have to work to advance on this gem.The graphics are very good...not the best I have seen, but not lacking neither. The variety of animals, the locations and there is a ""Classic"", ""Survival"" and ""Story Mode"" in this game, each one individual of in itself.I do have to say, although the Story Mode is very fun and quite a challenge, the voice acting leaves something to be desired. But I am ok with that as it appears as if the focus of the DEV's was the game play, and not the little bit if dialog that accompanies the game as a whole.If you like the Cabela's hunting games, I strongly recommend picking up this one!",60,Mixed or average reviews,0,4,0,4.9,Generally unfavorable reviews,1,7,2
Cabela's Dangerous Hunts 2013,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,23-Oct-12,"['PC', 'Wii U', 'Xbox 360']",No Online Multiplayer,"Powered by the all-new Prowler AI system, predators in Dangerous Hunts 2013 are now smarter, and deadlier than ever before. Animals now have the ability to form pack social hierarchies, coordinate complex group tactics and take advantage of the surroundings to set up deadly ambushes. No two scenarios are alike and what worked before will not work so well the next time around.",0,No score yet,0,0,0,4.8,Generally unfavorable reviews,3,1,4
Cabela's Hunting Expeditions,PlayStation 3,['Activision'],Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,23-Oct-12,"['PC', 'Xbox 360']",,"Cabelas Hunting Expeditions is like having a world-class outfitter at your fingertips. With unprecedented freedom, you decide the destination and the journey. Cover more territory and position yourself closer to the trophies by means of vehicles. Since every move you make is ultimately monitored and graded; the power to maximize your score will come through a sharpened skill set and strategic gameplay. A challenge for hunters of all levels. With Cabelas Hunting Expeditions, you get realistic hunting at its finest.",0,No score yet,0,0,0,5.2,Mixed or average reviews,3,0,3
Cabela's North American Adventures,PlayStation 3,['Activision'],FUN Labs,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,14-Sep-10,"['PlayStation 2', 'Xbox 360']",,"Cabela's North American Adventures introduces fresh touches that hunters will appreciate, including a custom gun builder that allows players the ability to create thousands of gun options with a variety of receivers, stocks, barrels, and scopes.  The game also capitalizes on the popularity of hunting shows and online videos by adding a cameraman into gameplay - to get compelling footage, hunters need to be at their best! Also, for the first time in franchise history, up to four friends can hunt together online at once (Xbox 360 and PlayStation 3).  Once the hunt is done, friends can share their scores through online leader boards for bragging rights.",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
Cabela's Outdoor Adventures (2009),PlayStation 3,['Activision'],FUN Labs,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,9-Sep-09,"['PC', 'Xbox 360']",,"Cabela's Outdoor Adventures features North America's top outdoor destinations, over 50 hunting and fishing adventures and intensive use of gear and tactics, such as animal calls and stealth skills. Emphasis is placed on moments that are instinctively associated with hunting and fishing, like stalking the animals, squeezing the trigger, hooking a fish or snap-shooting a flushed bird, all while respecting real life hunting rules and regulations. Players can also upgrade their hunting gear with authentically branded real life equipment. Brand new to the franchise is an all-new shooting system known as VITALS (Visually Integrated Targeting and Lock-on System) that allows the player to focus on delivering an accurate shot to the prey’s vitals, while also creating a closer and more personal view of the animals as they react realistically to being hunted. Even better, you can create your trophy buck - customize your deer’s rack, body and color. For the new players, the game offers integrated tutorials and guided hunts. [Activision]",0,No score yet,0,2,0,tbd,No user score yet,1,1,0
Cabela's Survival Adventures,PlayStation 3,['Activision'],Activision,"['Sports', 'Nature', 'Hunting']",,1-Nov-11,['Xbox 360'],,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Cabela's Survival: Shadows of Katmai,PlayStation 3,['Activision'],"Activision, FUN Labs","['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,1-Nov-11,['Xbox 360'],,"This highly anticipated release does not disappoint! Whether you're fighting off bears with giant toothpicks or jumping out of gondolas with your best friend Togo, you are guaranteed a gaming experience like no other. This game will captivate you to it's climactic end. Cabela's Lords of the Shadows of the Damned: Katmai is more than a game, it's an experience.",0,No score yet,0,1,1,7.3,Mixed or average reviews,3,2,1
Call of Duty 3,PlayStation 3,['Activision'],Treyarch,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Historic', 'Historic', 'Arcade']",T,14-Nov-06,"['PlayStation 2', 'Xbox 360']",Up to 16,"Call of Duty 3 delivers the intensity of being closer than ever to the fury of combat during the battle for the Liberation of Paris, the most harrowing campaign of WWII, known as The Normandy Breakout.  Through a seamless narrative, Call of Duty 3 delivers the rush of unrelenting battle and breathtaking action of the Allied offensive that changed the fate of the world. [Activision]",80,Generally favorable reviews,39,4,0,6.9,Mixed or average reviews,53,45,18
Call of Duty 4: Modern Warfare,PlayStation 3,['Activision'],Infinity Ward,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Arcade']",M,5-Nov-07,"['PC', 'Xbox 360']",Up to 18,"[Metacritic's 2007 PS3 Game of the Year]  As Call of Duty 4: Modern Warfare's single player campaign unfolds, the player is introduced to new gameplay at every turn – one moment you are fast-roping from your Black Hawk helicopter after storming into the war zone with an armada of choppers, the next you are a sniper, under concealment, in a Ghillie suit miles behind enemy lines, the next you are engaging hostiles from an AC-130 gunship thousands of feet above the battlefield. Mixed with explosive action, Call of Duty 4: Modern Warfare also delivers special effects, including use of depth of field, rim-lighting, character self-shadowing, real time post-processing, texture streaming as well as physics-enabled effects. Infinity Ward deployed a dedicated team from the start to deliver a new level of depth to multiplayer. Building on the hit ""Call of Duty 2"" online experience, Call of Duty 4: Modern Warfare's new multiplayer provides the community an addictive and accessible experience to gamers of all levels. [Activision]",94,Universal acclaim,44,0,0,8.4,Generally favorable reviews,"1,050",131,91
Call of Duty Classic,PlayStation 3,['Activision'],Infinity Ward,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Third-Person', 'Historic', 'Tactical', 'Historic', 'Arcade']",T,3-Dec-09,"['PC', 'Xbox 360']",Up to 8,"[Playstation Network]  For the first time ever, Infinity Ward's 2003 award-winning game that launched a franchise comes to consoles in Call of Duty Classic. Relive the original Call of Duty experience in high definition, including online multiplayer. Battlefield action: Experience the cinematic intensity of World War II's biggest conflicts including D-Day, Stalingrad, and the Battle of Berlin. Play through 24 epic single-player missions across four interconnected campaigns. [Activision]",78,Generally favorable reviews,6,4,0,7.6,Generally favorable reviews,32,19,4
Call of Duty Modern Warfare Saga Pack,PlayStation 3,,Infinity Ward,"['Action', 'Shooter', 'First-Person', 'Modern']",M,31-Dec-10,,,,0,No score yet,0,0,0,2,Generally unfavorable reviews,1,0,4
Call of Duty: Advanced Warfare,PlayStation 3,['Activision'],High Moon Studios,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",M,3-Nov-14,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",Up to 12,"Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise. Delivering a stunning performance, Academy Award winning actor Kevin Spacey stars as Jonathan Irons -- one of the most powerful men in the world -- shaping this chilling vision of the future of war. The game takes place in a plausible future in which technological progress and today's military practices have converged with powerful consequences. In this carefully researched and crafted vision of the future, Private Military Corporations (PMCs) have become the dominant armed forces for countless nations outsourcing their military needs, redrawing borders and rewriting the rules of war. And Jonathan Irons, the founder and president of the world's largest PMC, Atlas Corporation, is at the center of it all. Suit up for combat in exoskeletons that evolve every aspect of a soldier's battle readiness, enabling combatants to deploy with an advanced lethality and eliminating the need for specialization. Players experience enhanced player movement and verticality through boost jumps and grappling, covert cloaking abilities, and biomechanics that provide unparalleled strength, awareness, endurance, and speed. With the advent of the exoskeleton and newly advanced armor and weaponry, every soldier commands tactical freedom in any terrain unlike ever before, fundamentally changing the way gamers play Call of Duty across all modes",0,No score yet,0,0,0,5.2,Mixed or average reviews,90,63,100
Call of Duty: Advanced Warfare - Ascendance,PlayStation 3,['Activision'],Sledgehammer Games,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,30-Apr-15,"['PC', 'PlayStation 4', 'Xbox 360', 'Xbox One']",,"Four brand new multiplayer maps. They are named: Perplex, Site 244, Climate, and Chop Shop. ""Exo Zombies Map 2"" is part 2 of a 4-part unique Zombies experience. After being overrun at the Atlas research facility outbreak, our heroes awaken to find that the infection has spread and mutated the surrounding town. Before they can get any answers, they’ll have to fight their way out. New Bonus Weapons: The OHM directed energy hybrid weapon can switch between an LMG and Shotgun on the fly. Also included is the OHM-Werewolf custom variant.",0,No score yet,0,0,0,tbd,No user score yet,0,0,2
