title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Secret Service,Xbox 360,"['Activision', 'Activision Blizzard']","Cauldron Ltd., Tigon","['Action', 'Action Adventure', 'Modern', 'General', 'Shooter', 'Modern', 'First-Person', 'Arcade']",T,"Nov  4, 2008",['PlayStation 2'],No Online Multiplayer,"Protect America's top leadership in Secret Service. Assume the role of an elite agent on Inauguration Day in Washington D.C. An extremist assault has been launched against the capitol - security has been compromised and it is unclear who is friend or foe. There is no time for negotiation as you are thrust out of the shadows and into the line of fire in order to protect the nation's leaders. The tactical first person action takes place among famous landmarks and everywhere in between, including both Marine One and Air Force One. [Activision]",0,No score yet,0,1,2,5.7,Mixed or average reviews,5,2,4
Section 8,Xbox 360,['SouthPeak Games'],TimeGate Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,"Sep  1, 2009","['PC', 'PlayStation 3']",Up to 32,"On the war-torn planets of tomorrow, mankind's greatest battle is about to begin. With its frontier colonies devastated by a growing insurrection, Earth dispatches the elite 8th Armored Infantry (nicknamed ""Section 8"") to repel the coming onslaught. The nickname refers to an old United States military regulation where a soldier would be dismissed from service through being mentally unfit for duty. The near-suicidal missions that this division volunteers for brands them as insane by other military units. Section 8 deploys by 'burning in' from their orbital drop ships tens of thousands of feet above the battlefield, utilizing the most advanced arsenal of military hardware known to man. Their mission: to scout and secure difficult objectives and smash enemy defenses in lightning-quick assaults. An intense first-person shooter, Section 8 allows players to dynamically alter the flow of combat as they see fit. Employing tactical assets and on-demand vehicle deliveries, players are given unprecedented strategic control over epic sci-fi battlefields. [SouthPeak Interactive]",69,Mixed or average reviews,22,26,1,7.3,Mixed or average reviews,36,14,11
Section 8: Prejudice,Xbox 360,['TimeGate Studios'],TimeGate Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,"Apr 20, 2011","['PC', 'PlayStation 3']",,"One of the best xbox live arcade games. The DCMs which are side missions that you can do to gain points to buy vehicles, turrets, and support items. The use of that changes the game entirely. You spawn by halo diving in anywhere in the map, which is pretty awesome, you can also land on people if you have a lot of skill. You can use points to drop AAs which stop people from spawning in that area. It is a cycle, an amazing cycle that works as long as you have a great team. Also executions with a mech is awesome",76,Generally favorable reviews,30,10,0,7.7,Generally favorable reviews,40,17,6
Section 8: Prejudice - Frontier Colonies Map Pack,Xbox 360,['TimeGate Studios'],TimeGate Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Fantasy', 'Arcade']",T,"Jul 13, 2011","['PC', 'PlayStation 3']",,"The Frontier Colonies Map Pack comes with two new multiplayer maps, Desolation and Overseer. Desolation is a parched desert world haunted by the remains of a failed colonization attempt. Overseer is home to military facilities overlooking a habitable forest valley. Each map is playable in both multiplayer and offline play for all game modes.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Section 8: Prejudice - Overdrive Map Pack,Xbox 360,['TimeGate Studios'],TimeGate Studios,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']",T,"Jun  1, 2011","['PC', 'PlayStation 3']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Sega Bass Fishing,Xbox 360,['Sega'],SIMS,"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']",E,"Oct  5, 2011","['PC', 'PC']",1 Player,"Cost-conscious outdoorsmen, meanwhile, can look forward to some intense living-room angling with the re-mastered release of SEGA Bass Fishing. Players may choose from fourteen lures and will need to keep a close eye on the weather conditions at eight unique fishing spots if they want to reel in the big catches!",57,Mixed or average reviews,2,1,2,3.4,Generally unfavorable reviews,1,2,5
SEGA Rally Online Arcade,Xbox 360,['Sega'],Sumo Digital,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,"May 18, 2011",['PlayStation 3'],,"This is a throwback game for people who loved and are sentimental for the original, just like Daytona USA. You guys are expecting a remake? You can try it for free, don't be a knob. it is what it is and it does it well for such a small file size (notice that-it's important!) I never do this but 10 out of 10,    The only difference between this and MW3 is that I knew what it was going in and didn't waste $80 AUS on it. (well I traded for Forza 4 so it's not all lost :)",70,Mixed or average reviews,12,20,0,5.6,Mixed or average reviews,3,1,3
Sega Rally Revo,Xbox 360,['Sega'],SEGA Racing Studio,"['Driving', 'Racing', 'Arcade', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']",E,"Oct  9, 2007","['PC', 'PlayStation 3']",Up to 6,"(Known as ""Sega Rally"" in the UK/EU)  With dynamically deformable terrain, proprietary next-generation graphics, realistic physics, and competitive bumper-to-bumper racing, Sega Rally Revo is a high-tempo driving experience that is every racing fan's driving fantasy. Vehicle selection affects driving strategy in Sega Rally Revo, as race course surfaces dynamically deform upon repeated contact with vehicle tires and changing weather effects. Sega Rally Revo features a variety of fully deformable surfaces, from gravel-littered tracks and smooth tarmac roads, to snow-covered mountain passes. This means no two laps will be the same, and drivers can skillfully lower their lap times as they hurtle their chosen world-renowned rally vehicles down photo-realistic courses only made possible on next-generation hardware. Driving skills are also tested by Sega Rally Revo's advanced AI which allows NPC drivers to dynamically adapt their driving style to the varied racing surfaces. Players can enjoy a comprehensive single-player campaign as they travel the globe racing the best drivers in the world. The game also features online capabilities, with multiplayer splitscreen modes offering an extremely competitive rally experience against drivers around the world. [Sega]",77,Generally favorable reviews,30,11,1,7.3,Mixed or average reviews,22,5,7
Sega Superstars Tennis,Xbox 360,['Sega'],Sumo Digital,"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']",E10+,"Mar 18, 2008","['PlayStation 2', 'PlayStation 3']",Up to 8,"Sixteen fan-favorite SEGA characters from Sonic to NiGHTS are serving up fun in SEGA Superstars Tennis. Multiple madcap mini-games keep the party rolling and up to four friends can challenge each other in tournaments, exhibitions and unlockable special events. With hilarious cameos and comical guest umpires from SEGA's rich gaming history, this fun-filled tennis party promises to be a smashing good time for the whole family. Zany SEGA Characters with Superstar Abilities - Each of the 16 characters has their own superstar alter-ego, which gives them the winning edge on the court. Ten Fantastical Themed Courts - Guest umpires will supervise the action on a wide variety of colorful courts, from Sonic's lush Green Hill Zone to Ulala's galactic Space Channel 5 world, just to name a couple. Four Action-Packed Tournaments - As you slice your way through the competitive tournaments, you will unlock loads of bonus content. Classic Soundtrack - Faithfully recreated in full Dolby Digital 5.1, treasured SEGA tunes will entertain SEGA fans new and old. [Sega]",67,Mixed or average reviews,6,38,1,7.1,Mixed or average reviews,15,10,4
Sega Vintage Collection: Alex Kidd & Co.,Xbox 360,['Sega'],M2,"['Miscellaneous', 'Compilation', 'Compilation']",E10+,"May 23, 2012",['PlayStation 3'],,"Experience a blast from past with this collection of classic Sega titles! Save kingdoms, shatter time trials, and destroy evil in Alex Kidd in Miracle World, Super Hang-on, and The Revenge of Shinobi! Now available on Xbox LIVE, Alex Kidd & Company have been updated with all new achievements, challenging new trial modes, and other goodies like recordable and downloadable game sessions, 3D mode in Super Hang-on, in game juke boxes, and the original Japanese dialogue!",69,Mixed or average reviews,3,3,0,8.2,Generally favorable reviews,3,3,0
Sega Vintage Collection: Golden Axe,Xbox 360,['Sega'],M2,"['Miscellaneous', 'Compilation', 'Compilation']",T,"May 30, 2012",,,"Grab your axe, swords, and mythic steeds to fight against evil in all three classic Golden Axe entries! Originally released for the Sega Genesis, the classic fantasy brawler series has now been updated for release on Xbox LIVE Arcade! Earn all new achievements, take on challenging new game trials, compete with others players across Xbox LIVE Leaderboards, and take on the forces of evil with a friend in two player local and online co-op!",60,Mixed or average reviews,1,3,2,7.9,Generally favorable reviews,5,3,0
Sega Vintage Collection: Monster World,Xbox 360,['Sega'],M2,"['Action', 'Miscellaneous', 'Platformer', 'Compilation', 'Compilation', '2D']",E,"May 23, 2012",['PlayStation 3'],1 Player,"Monster World was a peaceful, happy place until one dark day when an army of BioMeka monsters invaded. As a young man named Shion, you've vowed to defeat the hostile foes and make the land peaceful again. You'll attack enemies with swords and spears and guard against incoming projectiles with shields and armour. As you travel through the many different regions of Monster World, you'll talk to the townspeople, collect money to buy items, and gather a large variety of weapons and magic. The further you venture, the more powerful your weapons and equipment, including suits of armour and boots, will become.",72,Mixed or average reviews,3,1,0,8.0,Generally favorable reviews,3,1,0
Sega Vintage Collection: Streets of Rage,Xbox 360,['Sega'],M2,"['Miscellaneous', 'Compilation', 'Compilation']",E10+,"May 30, 2012",,,"Join Axel, Blaze, and company as they battle the evil Mr. X across all three Streets of Rage games. Originally released for the Sega Genesis, the classic brawler series has now been updated for release on Xbox LIVE Arcade! Earn all new achievements, take on challenging new game trials, compete with others players across Xbox LIVE Leaderboards, and clean up the streets with a friend in two player local and online co-op!",84,Generally favorable reviews,3,1,0,8.7,Generally favorable reviews,19,3,1
Sega Vintage Collection: ToeJam & Earl,Xbox 360,['Sega'],M2,"['Action', 'Miscellaneous', 'Platformer', 'Compilation', '2D']",E,"Nov  7, 2012",['PlayStation 3'],,"I give it a 9 ...cuz The first Toejam and Earl game was a great game for Genesis - Megadrive and still is a great game.2 Player action - adventure, funny even is single palyer,  diferent from other games, funky soundtrack, chill for everyone, plenty of humor.If you can't play on original hardware or with a (Legal) emulator try this collection.Toejam is a Poindexter",69,Mixed or average reviews,2,2,1,7.1,Mixed or average reviews,5,1,1
Self-Defense Training Camp,Xbox 360,['Ubisoft'],"Ubisoft, Advanced Mobile Applications Ltd.","['Sports', 'Miscellaneous', 'General', 'General', 'Edutainment']",T,"Nov  8, 2011",,No Online Multiplayer,"Self-Defense Training Camp combines fitness workouts and self-defense drills into four primary categories critical to successful self-protection: technique, stamina, composure and reflexes. Kinect’s innovative tracking technology provides players with immediate feedback on their movements, helping to make the basics of self-defense easy regardless of the player’s skill level. These self-defense techniques are taught by an experienced, real-life self-defense coach.",21,Generally unfavorable reviews,0,0,5,5.0,Mixed or average reviews,10,2,13
