title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Dead Man's Hand,Xbox,['Atari'],Human Head Studios,"['Action', 'Shooter', 'First-Person', 'Historic']",T,3-Mar-04,['PC'],8-Jan,"Now you can experience the best elements of the Western genre, brought straight from the silver screen to the Xbox. Dead Man's Hand is a first-person shooter set in the Wild West.  You assume the role of El Tejon, a master gunslinger who seeks vengeance.  As the story unfolds, you pursue members of ""The Nine,"" a gang of ruthless outlaws who betrayed you and left you for dead.    Gunslinging, bar brawls, horseback action sequences, train chases, and epic showdowns are just part of the historic feel to this bona fide Old West adventure.",62,Mixed or average reviews,6,21,4,6.9,Mixed or average reviews,8,1,3
Dead or Alive 3,Xbox,['Tecmo'],Team Ninja,"['Action', 'Fighting', '3D']",T,14-Nov-01,,4-Jan,"Dead or Alive returns to take fighters to the next level.  The third installment of the series features new characters, interactive environments, and all-new lighting effects.  Explore the many expansive levels in single-player mode or battle against up to four players in multiplayer mode.  The destructible environments, kinetic tag-battle feature, and all-new fighters make Dead or Alive 3 a worthy entry in the series.",87,Generally favorable reviews,31,4,0,8.6,Generally favorable reviews,51,11,3
Dead or Alive Ultimate,Xbox,['Tecmo'],Team Ninja,"['Miscellaneous', 'Compilation']",M,26-Oct-04,,8  Online,"Dead or Alive Ultimate combines the original Dead or Alive with a redesigned Dead or Alive 2 and takes the series online for the first time. Both games can be played on Xbox Live, which enables you to test your fighting skills against gamers from around the world. The new Dead or Alive 2 Ultimate features episodes from the characters' pasts that reveal new details surrounding some of the most popular characters. Enhanced graphics and new stages, costumes, and fighting moves are also included in this Ultimate edition.",83,Generally favorable reviews,52,12,0,8.8,Generally favorable reviews,30,1,2
Dead or Alive Xtreme Beach Volleyball,Xbox,['Tecmo'],Team Ninja,"['Sports', 'Traditional', 'Volleyball']",M,22-Jan-03,,2-Jan,"The girls of Dead or Alive are back and better than ever in Dead or Alive Xtreme Beach Volleyball.  But this time around the girls are throwing on their bikinis to go head-to-head in outrageous games of beach volleyball.  It's time to get up close with the ladies as they set and spike their way to the championship title on the tropical beach resort, Zack Island.  The points you receive on the court enable you to customize your characters with over 100 swimsuits and accessories.  At night, Zack Island becomes a haven for nightlife activities including an island casino and a radio station with all your favorite sand and surf tunes.",73,Mixed or average reviews,21,17,4,7.9,Generally favorable reviews,36,8,9
Dead to Rights,Xbox,['Namco'],Namco,"['Action', 'Shooter', 'Third-Person', 'Modern']",M,19-Aug-02,"['PC', 'PlayStation 2']",1 Player,"Meet Jack Slate, a cop framed for murder and facing execution.  Slate escapes from Iron Point Maximum-Security Penitentiary to bring down the criminals that framed.  In Dead to Rights, you play the role of Slate, as he fights through the hard streets and corrupt enemies of Grant City.  There are plenty of ways go about bringing the conspirators to justice--Jack can perform disarm moves, shoot different weapons, pick locks, fight hand-to-hand, and play minigames such as arm wrestling, bench press, and dancing.  In this gritty, crime-noir inspired epic, you're always on the run.",73,Mixed or average reviews,23,14,2,7.8,Generally favorable reviews,13,3,3
Dead to Rights II,Xbox,['Namco'],Namco,"['Action', 'Shooter', 'Third-Person', 'Modern']",M,12-Apr-05,['PlayStation 2'],1 Player,"Dead to Rights II marks the return of action-hero Jack Slate and his K-9 companion, Shadow. In this sequel, Jack and Shadow find themselves once again in the mean streets of Grant City, ensnared in a labyrinth of crime, corruption, and betrayal. Although he swore he'd never return to the city that left him for dead, the plight of an innocent girl draws Jack back. The game features Hong Kong cinema-style action and new gameplay mechanics such as greater interaction with Shadow, disarm moves, a 360-degree fighting engine, melee weapon battles, and a dramatic spherical slow-motion diving system.",54,Mixed or average reviews,1,24,10,7.4,Mixed or average reviews,2,3,0
Deathrow,Xbox,['Ubisoft'],Southend Interactive,"['Sports', 'Alternative', 'Futuristic']",M,22-Oct-02,,4-Jan,"Enter a brutal fighting sport where only the fastest and toughest players are victorious. Deathrow combines the fast gameplay of third-person action games, the intensity of fighting games, and the cooperative team play and gritty roughness of rugby. The object of Deathrow is to win matches by any means necessary, either by scoring as many points as possible before time runs out or by severely injuring your opponents and removing them from the field of combat. Engage in fierce hand-to-hand combat against your friends, enemies, or intelligent AI opponents that don't just get mad--they get even.",79,Generally favorable reviews,13,3,2,7.8,Generally favorable reviews,20,0,5
Def Jam: Fight for NY,Xbox,['EA Games'],Aki Corp.,"['Action', 'Fighting', 'Wrestling']",M,20-Sep-04,['PlayStation 2'],4-Jan,"Def Jam Fight for NY takes the battle for hip-hop domination into the fighting ring. More than 35 hip-hop artists and personalities--including Busta Rhymes, Carmen Electra, Lil' Kim, Ludacris, Method Man, Redman, Sean Paul, Slick Rick, and Snoop Dogg--face off in brutal wrestling matches. In the ring and on the streets, you'll join the battle as a New York City street fighter. The game challenges you to develop your own fighting style and seize control of the hip-hop underworld.",84,Generally favorable reviews,31,2,0,8.5,Generally favorable reviews,21,1,2
Defender,Xbox,['Midway'],7 Studios,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",T,22-Oct-02,"['iPhone/iPad', 'PlayStation 2']",2-Jan,"Defender undergoes a 3D makeover, featuring fast-paced action, strategy, and an army of aliens. A remake of an arcade classic, Defender sends you on a mission to defend your solar system and save the human race from alien invasion. In addition to space combat action, the game showcases elements of strategy, multiple types of humans to protect and use, ground units for players to defend and position, and bases to build and expand. And now, you can upgrade your Defender ships with special weapons, shields, and other technologies.",69,Mixed or average reviews,3,12,0,tbd,No user score yet,1,2,0
Delta Force: Black Hawk Down,Xbox,['NovaLogic'],Climax Group,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",T,26-Jul-05,"['PC', 'PlayStation 2']",44  Online,"In late 1993, the United States launched dual military operations in Mogadishu Somalia.  Delta Force Operatives and Army Rangers were sent in to capture Somali warlords and restore order.  As a Delta Force operative, it's your mission to join daring and intense raids against the oppressive Somali warlords in and around Mogadishu.  Get ready for an intense combat--in solo missions or online multiplayer battles--featuring an arsenal of heavy weapons, military vehicles, and helicopters.",61,Mixed or average reviews,8,24,5,6.6,Mixed or average reviews,9,5,5
Destroy All Humans!,Xbox,['THQ'],Pandemic Studios,"['Action Adventure', 'Sci-Fi']",T,21-Jun-05,"['PC', 'PlayStation 2', 'PlayStation 4', 'Stadia', 'Switch', 'Xbox 360', 'Xbox One']",1 Player,"This is your chance to experience the other side of an alien invasion. In Destroy All Humans!, you play as an alien who must use a UFO, advanced weaponry, and special abilities to take over all of humanity. You'll terrorize the people of Earth with a variety of alien weaponry--the Ion Detonator, the Zap-O-Matic, and the Sonic Boom, or even the Quantum Deconstructor--on land or in the air.",76,Generally favorable reviews,41,19,2,8.2,Generally favorable reviews,28,14,2
Destroy All Humans! 2,Xbox,['THQ'],Pandemic Studios,"['Action Adventure', 'Sci-Fi']",T,17-Oct-06,"['PlayStation 2', 'PlayStation 4']",2-Jan,"Destroy All Humans! 2 takes the irreverent Sci-Fi action gaming experience into the swinging sixties with all new game features, expanded open-world gameplay and co-op multiplayer. Assuming the role of the Furon Scout - Crypto 137 - players will embark on another mission to earth to take on the world of free love, the Cold War and other 60's era icons. In Destroy All Humans! 2 Players have access to an upgraded arsenal of weapons and enhanced mental abilities while they battle a variety of new enemies from secret agents and giant creatures to Soviet Forces and ninja warriors.",74,Mixed or average reviews,24,12,2,8,Generally favorable reviews,17,4,2
Deus Ex: Invisible War,Xbox,['Eidos Interactive'],Ion Storm,"['Action Adventure', 'Sci-Fi']",M,2-Dec-03,['PC'],1 Player,"Approximately 20 years after the events depicted in Deus Ex, the world is only beginning to recover from a catastrophic depression.  During this chaotic period of recovery, several religious and political factions see an opportunity to reshape a worldwide government to their agendas.  In this techno nightmare, take part in the dark struggle to raise the world from its own ashes.  With biotech modifications, you gain the ability to see through walls, leap 40 feet into the air, or regenerate critical injuries.  Whether you prefer the path of violence or nonviolence, Deus Ex: Invisible War offers multiple solutions to problems and allows for radically different styles of play.",84,Generally favorable reviews,46,4,0,7.7,Generally favorable reviews,31,9,5
Digimon Rumble Arena 2,Xbox,['Bandai'],Black Ship Games,"['Action', 'Fighting', '2D']",T,3-Sep-04,['PlayStation 2'],4-Jan,"Digimon Rumble Arena 2 lets you play as and against your favorite Digimon characters. The game features all the popular Digimon from all four seasons of the TV show, plus secret Digimon. Each Digimon has a signature move that can earn Digipoints and, with enough Digipoints, you can Digivolve and destroy your opponents. In locations ranging from icy glaciers to fields of fire, you can conquer the Digimon in single-player mode or compete against three of your friends in multiplayer brawls.",65,Mixed or average reviews,2,5,1,7.4,Mixed or average reviews,3,1,1
Digimon World 4,Xbox,['Bandai'],Bandai,"['Role-Playing', 'Console-style RPG']",E,2-Jun-05,['PlayStation 2'],4-Jan,"The Digimon are ready to embark on a new adventure filled with intense battles. In Digimon World 4, all access to the real world has been terminated, security has been breached, and a new mysterious world has been discovered. Now it's up to you, the Digital Security Guard, to investigate and bring peace back to the Digital World. You can play as your favorite Digimon from the TV series and unlock special Digivolved Digimon by mastering skills and techniques. With the PlayStation 2 multitap, you can play with up to three of your friends in multiplayer mode.",54,Mixed or average reviews,0,4,1,7,Mixed or average reviews,3,1,1
